"Stock Symbol","Date","Open Price","Close Price","Current Price","Price Change Rate","Price Change","High Price","Low Price","Volume"
"017040",,"1667","N/A","1635","-1.92","32","1680","1635","196187"
"089590",,"8920","N/A","8880","-1.11","100","9010","8880","74074"
"340360",,"2400","N/A","2505","3.09","75","2565","2400","561767"
"317120",,"3810","N/A","3720","-2.36","90","4015","3650","163379"
"215570",,"375","N/A","449","5.65","24","449","366","7022"
"452190",,"5310","N/A","5250","-1.32","70","5380","5130","1340912"
"123570",,"2590","N/A","2570","-1.34","35","2650","2545","67874"
"088260",,"5080","N/A","5110","0.59","30","5190","5080","81961"
"169330",,"2180","N/A","2205","1.15","25","2205","2180","7209"
"058820",,"2150","N/A","2145","0.23","5","2155","2120","252292"
"424980",,"9400","N/A","9030","-3.94","370","9890","9020","158055"
"033540",,"1711","N/A","1672","-2.28","39","1712","1670","106873"
"446750",,"2130","N/A","2125","-0.23","5","2130","2125","3460"
"253840",,"5810","N/A","5710","-2.23","130","5940","5710","75181"
"006390",,"14020","N/A","13820","-1.43","200","14020","13810","5543"
"035720",,"37350","N/A","37400","0.13","50","37500","36900","866028"
"010400",,"3365","N/A","3480","2.05","70","3590","3365","1039"
"252990",,"6540","N/A","6220","-4.89","320","6650","6200","409207"
"138610",,"17740","N/A","18040","1.75","310","18130","17530","90832"
"111110",,"7920","N/A","7670","-3.64","290","7990","7670","209572"
"045520",,"5320","N/A","5300","-0.19","10","5380","5270","2649"
"043340",,"502","N/A","505","0.6","3","508","500","1836"
"435620",,"10300","N/A","10290","-0.1","10","10300","10290","3965"
"009420",,"42300","N/A","43350","1.52","650","44000","42050","1690848"
"170790",,"8550","N/A","8520","-0.23","20","8580","8470","3890"
"002810",,"12780","N/A","12800","0.23","30","12870","12750","9551"
"067770",,"2450","N/A","2490","1.63","40","2590","2450","13941"
"215100",,"3550","N/A","3555","-0.56","20","3625","3535","47924"
"455250",,"2640","N/A","2640","0.0","0","2640","2640","0"
"064260",,"3220","N/A","3220","-0.92","30","3285","3200","224059"
"091440",,"5710","N/A","5490","-3.85","220","5800","5310","76775"
"054450",,"13810","N/A","13820","0.07","10","14150","13700","62245"
"031330",,"3230","N/A","3270","0.77","25","3280","3220","162299"
"030000",,"18080","N/A","18040","0.39","70","18200","17990","176277"
"009450",,"79400","N/A","79800","3.77","2900","82000","78100","157929"
"251630",,"4640","N/A","4700","0.43","20","4740","4640","31718"
"011760",,"18700","N/A","18380","-0.97","180","18700","18350","16214"
"012610",,"3175","N/A","3200","-0.16","5","3210","3160","40361"
"005090",,"28400","N/A","28150","-0.53","150","28450","28000","11943"
"066430",,"568","N/A","562","-1.06","6","575","560","30823"
"224060",,"5100","N/A","4905","-2.87","145","5100","4895","5779"
"045970",,"5070","N/A","4965","-1.1","55","5140","4965","162725"
"002800",,"6250","N/A","6150","-1.6","100","6300","6130","70412"
"236030",,"950","N/A","950","-5.0","50","950","950","0"
"241840",,"7250","N/A","7280","-1.09","80","7360","7200","9803"
"025900",,"13770","N/A","13070","-4.88","670","13940","13000","176442"
"389650",,"45350","N/A","44700","1.59","700","45800","42500","738604"
"214260",,"21000","N/A","20550","0.0","0","21250","19890","279457"
"206640",,"13990","N/A","14060","-3.3","480","14910","13990","353311"
"071840",,"8050","N/A","8060","-0.12","10","8110","8040","9657"
"088280",,"2785","N/A","2620","0.77","20","2790","2610","42830"
"094940",,"6580","N/A","6550","-0.46","30","6620","6500","21789"
"009440",,"945","N/A","969","2.0","19","969","907","97417"
"032680",,"461","N/A","458","-0.65","3","464","450","308164"
"309960",,"3875","N/A","3940","1.03","40","3985","3875","72015"
"010420",,"1063","N/A","1042","0.0","0","1063","1038","5766"
"050090",,"878","N/A","865","0.12","1","878","831","29226"
"078000",,"9840","N/A","9730","-1.22","120","9840","9670","8358"
"012600",,"2490","N/A","2490","0.0","0","2490","2490","0"
"064240",,"2940","N/A","2920","0.34","10","2995","2860","35349"
"412540",,"13610","N/A","13220","-2.87","390","13910","13220","373305"
"288980",,"1567","N/A","1530","-3.77","60","1607","1530","279116"
"008110",,"15040","N/A","15040","0.0","0","15040","15040","0"
"244920",,"4180","N/A","4180","0.0","0","4205","4160","7681"
"094970",,"3410","N/A","3410","0.0","0","3450","3410","39850"
"089140",,"3085","N/A","2985","-3.24","100","3085","2985","16638"
"452160",,"6430","N/A","6390","-2.29","150","6590","6370","25864"
"065570",,"1840","N/A","1837","-0.65","12","1898","1825","55335"
"092790",,"8280","N/A","8130","-0.85","70","8640","8120","366412"
"206650",,"12190","N/A","12120","-0.49","60","12480","11910","307603"
"296520",,"778","N/A","778","-7.49","63","778","778","1"
"031310",,"1827","N/A","1813","-0.87","16","1839","1813","25814"
"214270",,"1830","N/A","1815","-1.84","34","1859","1815","48967"
"093640",,"5390","N/A","5290","0.57","30","5400","5250","13799"
"127980",,"7030","N/A","6850","-3.11","220","7180","6850","17316"
"032640",,"9780","N/A","9740","0.1","10","9790","9700","759939"
"221800",,"2845","N/A","2865","-0.35","10","2875","2790","32231"
"088290",,"1292","N/A","1250","-3.25","42","1320","1250","79618"
"03481K",,"8080","N/A","7900","-1.25","100","8090","7880","947"
"420570",,"18000","N/A","17880","-0.83","150","18460","17560","15897"
"071850",,"2165","N/A","2190","0.23","5","2250","2155","11310"
"007690",,"32500","N/A","32750","0.46","150","33450","32500","7283"
"006360",,"18400","N/A","18420","1.1","200","19320","18320","744631"
"468510",,"2030","N/A","2025","-0.25","5","2035","2015","27496"
"053590",,"0","N/A","2","0.0","0","0","0","0"
"011700",,"3300","N/A","3265","-1.51","50","3345","3260","85236"
"052260",,"5630","N/A","5480","-3.52","200","5670","5450","167379"
"029480",,"4625","N/A","4350","-5.02","230","4735","4340","1558633"
"326030",,"109500","N/A","117800","7.68","8400","118000","108100","805001"
"069920",,"1539","N/A","1519","-1.36","21","1539","1420","115990"
"066410",,"1153","N/A","1153","0.0","0","1153","1153","0"
"418250",,"6550","N/A","6550","0.0","0","6550","6550","0"
"377220",,"2190","N/A","2190","0.0","0","2240","2060","95902"
"007210",,"2050","N/A","2050","-0.73","15","2085","2040","155913"
"309930",,"2035","N/A","2070","1.72","35","2070","2030","22375"
"307750",,"4255","N/A","4285","-0.12","5","4315","4255","31234"
"263690",,"7440","N/A","7550","0.53","40","7550","7440","1462"
"005030",,"486","N/A","486","0.0","0","486","486","0"
"017480",,"4625","N/A","4660","0.11","5","4675","4625","8822"
"039290",,"6360","N/A","6390","0.47","30","7000","6310","288709"
"101360",,"44000","N/A","43750","-2.34","1050","45250","43200","454934"
"089150",,"2300","N/A","2260","-1.74","40","2300","2260","21442"
"100030",,"18940","N/A","18790","-0.79","150","18940","18670","1282"
"092780",,"5900","N/A","5760","-2.54","150","6060","5750","6553"
"477470",,"2080","N/A","2080","0.0","0","2085","2080","14005"
"128820",,"3525","N/A","3525","0.14","5","3540","3490","114815"
"115500",,"5780","N/A","5780","-0.69","40","5840","5760","23893"
"143160",,"15760","N/A","16040","1.52","240","16100","15670","18763"
"092300",,"3035","N/A","3000","-1.15","35","3050","3000","27581"
"033500",,"11430","N/A","11180","-2.19","250","11540","11180","104771"
"318410",,"8950","N/A","8930","-0.22","20","8990","8720","16581"
"126640",,"1348","N/A","1354","-2.1","29","1378","1348","61689"
"034830",,"1060","N/A","1076","1.8","19","1077","1055","312896"
"072710",,"67400","N/A","66500","-0.3","200","67600","66400","6041"
"019660",,"560","N/A","566","1.07","6","579","560","53653"
"017000",,"3255","N/A","3170","-2.31","75","3280","3160","53033"
"007680",,"4325","N/A","4345","-0.46","20","4390","4305","1762"
"049080",,"740","N/A","732","-1.08","8","748","732","72074"
"004170",,"156200","N/A","152500","-2.37","3700","157400","150800","33495"
"081660",,"40100","N/A","39300","-1.87","750","41050","38950","180509"
"078020",,"4390","N/A","4380","-0.9","40","4420","4350","19960"
"053580",,"7240","N/A","7320","1.1","80","7320","7010","5902"
"227100",,"1200","N/A","1227","-3.99","51","1355","1194","2181666"
"067730",,"2550","N/A","2585","0.19","5","2595","2550","4670"
"950110",,"2425","N/A","2380","-0.42","10","2430","2365","1196"
"131180",,"1035","N/A","1020","-1.45","15","1035","1020","15360"
"062040",,"44200","N/A","43500","-2.79","1250","44700","43250","245607"
"101330",,"3330","N/A","3265","-1.66","55","3330","3245","40690"
"217320",,"2800","N/A","2800","0.0","0","2800","2800","0"
"090150",,"991","N/A","977","-1.41","14","992","965","23032"
"208850",,"5390","N/A","5000","-7.41","400","5390","4900","406"
"317530",,"3910","N/A","4085","5.15","200","4195","3885","82971"
"160980",,"11730","N/A","11610","-0.09","10","11850","11610","28743"
"032620",,"4010","N/A","3920","-0.25","10","4010","3905","37547"
"019210",,"5330","N/A","5240","-1.5","80","5330","5220","53331"
"054410",,"4055","N/A","4085","-0.24","10","4095","4055","2302"
"006380",,"3660","N/A","3660","0.0","0","3660","3660","0"
"051390",,"3700","N/A","3720","0.0","0","3735","3700","8943"
"049070",,"21900","N/A","22050","0.68","150","22600","21700","87151"
"029460",,"20800","N/A","20950","0.72","150","21000","20600","17009"
"042420",,"19240","N/A","19500","0.36","70","19600","19240","7792"
"009415",,"7130","N/A","7130","0.0","0","7130","7130","0"
"419120",,"6870","N/A","6770","-1.31","90","6900","6770","2234"
"104830",,"23850","N/A","23400","-2.3","550","24300","23200","81141"
"009410",,"4620","N/A","4620","0.0","0","4620","4620","0"
"368770",,"4135","N/A","4300","4.37","180","4315","4115","698857"
"286750",,"2120","N/A","2010","-5.19","110","2145","1999","158416"
"019680",,"2155","N/A","2130","0.24","5","2190","2125","18758"
"041590",,"789","N/A","789","0.0","0","789","789","0"
"217330",,"6930","N/A","7180","4.82","330","7390","6930","18452"
"478780",,"2040","N/A","2050","0.49","10","2070","2035","130227"
"424960",,"10400","N/A","11160","9.41","960","11430","10200","1644401"
"052220",,"2575","N/A","2525","-2.13","55","2605","2525","114810"
"208860",,"2205","N/A","2205","0.0","0","2205","2205","0"
"034810",,"6820","N/A","6700","-2.05","140","6870","6700","9391"
"051370",,"10950","N/A","10790","-1.55","170","11140","10760","82727"
"019685",,"1375","N/A","1389","1.02","14","1396","1361","5313"
"006370",,"7650","N/A","7450","-3.5","270","7670","7350","42511"
"297890",,"4485","N/A","4550","1.68","75","4600","4450","562488"
"079370",,"13000","N/A","13000","0.54","70","13470","12840","303863"
"275630",,"3405","N/A","3405","0.15","5","3450","3405","4398"
"448900",,"31200","N/A","31200","0.0","0","31200","31200","0"
"051380",,"2465","N/A","2440","0.0","0","2480","2410","23950"
"277810",,"138400","N/A","135700","-0.88","1200","144500","135700","137878"
"204020",,"2835","N/A","2840","0.89","25","2885","2805","119802"
"065530",,"1430","N/A","1437","2.35","33","1520","1396","180485"
"136410",,"8270","N/A","8400","1.57","130","8880","8000","126751"
"101390",,"3585","N/A","3625","0.14","5","3745","3520","74107"
"365270",,"5900","N/A","6010","1.52","90","6140","5850","91853"
"000210",,"44300","N/A","43200","-0.92","400","44450","42900","22866"
"067390",,"620","N/A","588","-4.08","25","620","587","846509"
"371950",,"10450","N/A","10500","-0.28","30","11180","10400","100060"
"453450",,"24000","N/A","24150","-0.21","50","24850","23850","197433"
"001540",,"7150","N/A","7130","-0.28","20","7160","7130","7913"
"000215",,"24600","N/A","24700","0.41","100","25400","24600","1466"
"068240",,"10670","N/A","10580","0.09","10","10780","10560","88127"
"003720",,"5160","N/A","5060","-0.59","30","5220","5020","296604"
"475240",,"2145","N/A","2190","0.0","0","2190","2145","1075"
"221840",,"1899","N/A","1839","-1.08","20","1899","1820","7765"
"162300",,"2640","N/A","2610","-1.14","30","2650","2605","33245"
"372800",,"6560","N/A","6520","-0.61","40","6880","6140","26795"
"442310",,"2265","N/A","2285","2.01","45","2305","2175","12681"
"013520",,"1908","N/A","1937","0.99","19","1937","1907","53747"
"256940",,"6030","N/A","5910","-2.15","130","6040","5830","26815"
"086460",,"3685","N/A","3685","-0.14","5","3685","3685","1"
"098460",,"10550","N/A","10380","-0.67","70","10680","10370","212040"
"089970",,"8990","N/A","8790","-1.79","160","9150","8670","41862"
"194370",,"14220","N/A","14400","1.27","180","14590","14220","37864"
"002880",,"1052","N/A","1097","4.28","45","1291","1044","1953967"
"001550",,"11400","N/A","11440","0.0","0","11460","11320","1812"
"383930",,"7080","N/A","7040","-2.22","160","7300","6950","79796"
"419540",,"2100","N/A","2095","-0.95","20","2120","2065","156839"
"950140",,"13040","N/A","12400","-3.88","500","13040","12050","293254"
"33626L",,"8930","N/A","8930","-0.33","30","9190","8910","1404"
"33626K",,"5500","N/A","5470","-0.55","30","5500","5430","6322"
"418210",,"2190","N/A","2165","-1.14","25","2190","2165","12756"
"047310",,"5290","N/A","5170","-0.39","20","5300","5120","82300"
"475250",,"2130","N/A","2140","0.47","10","2140","2120","352"
"105760",,"7210","N/A","7060","-1.53","110","7250","7040","37411"
"001530",,"39300","N/A","39500","0.13","50","39650","39300","70858"
"339770",,"9280","N/A","8950","-4.58","430","9400","8930","48618"
"251270",,"59900","N/A","59400","-0.67","400","61400","59200","67588"
"253450",,"38150","N/A","37750","-0.79","300","38600","37750","33661"
"277880",,"6870","N/A","6730","-2.04","140","7110","6700","67434"
"091810",,"3765","N/A","3475","-7.82","295","3950","3455","66338399"
"011330",,"1520","N/A","1545","1.71","26","1548","1510","106681"
"058430",,"39500","N/A","39100","-1.01","400","39700","38750","11107"
"117730",,"8330","N/A","8210","-1.32","110","8800","8130","111974"
"303360",,"2810","N/A","2785","-0.89","25","2810","2760","1634"
"140520",,"2290","N/A","2285","-0.22","5","2300","2260","5822"
"089980",,"22550","N/A","22500","-0.22","50","22700","22150","18292"
"336260",,"18200","N/A","17810","-1.06","190","18250","17750","142064"
"002870",,"1016","N/A","984","-1.4","14","1016","973","87913"
"023350",,"4545","N/A","4480","-1.43","65","4695","4480","29055"
"025530",,"3625","N/A","3625","-0.28","10","3670","3605","8200"
"112040",,"36450","N/A","35500","-1.66","600","36800","35450","112481"
"049960",,"13540","N/A","13670","0.89","120","13880","13450","9418"
"067370",,"6970","N/A","6990","0.29","20","7100","6900","4517"
"208890",,"1199","N/A","1199","0.0","0","1199","1199","0"
"002410",,"1134","N/A","1130","-1.4","16","1146","1126","20968"
"099320",,"37300","N/A","36300","-2.81","1050","37350","36300","22123"
"078860",,"9280","N/A","9580","5.27","480","9590","8960","40059"
"443670",,"7900","N/A","7820","-1.88","150","8040","7820","142643"
"010040",,"2305","N/A","2265","-2.79","65","2345","2260","20709"
"389260",,"13820","N/A","13560","-2.52","350","14000","13550","64287"
"011370",,"809","N/A","815","1.24","10","815","803","74617"
"036620",,"3800","N/A","3685","-2.12","80","3820","3660","1312344"
"037950",,"1223","N/A","1221","-0.16","2","1228","1210","313927"
"012210",,"2395","N/A","2330","4.48","100","2395","2100","378"
"017900",,"1864","N/A","1875","0.48","9","1880","1863","30503"
"001570",,"54800","N/A","52400","-5.24","2900","55700","52100","474993"
"248070",,"20500","N/A","20800","1.46","300","21400","20500","297554"
"025980",,"4915","N/A","4880","-0.1","5","4925","4880","148449"
"000240",,"17280","N/A","17290","0.46","80","17380","17060","58355"
"049950",,"20650","N/A","20450","-0.97","200","21000","20100","21780"
"046440",,"4500","N/A","4510","0.11","5","4510","4470","15679"
"473050",,"2010","N/A","2010","0.0","0","2020","2000","13745"
"069540",,"1410","N/A","1360","-4.56","65","1480","1360","464238"
"047770",,"1584","N/A","1535","-3.64","58","1620","1520","1289999"
"000220",,"4670","N/A","4585","-1.82","85","4685","4560","38582"
"000227",,"10440","N/A","10430","-0.19","20","10440","10280","566"
"367000",,"5490","N/A","5420","-1.45","80","5490","5410","5614"
"000225",,"5200","N/A","5240","0.77","40","5250","5040","4280"
"105740",,"7850","N/A","7790","-1.77","140","8000","7730","68638"
"412930",,"2620","N/A","2605","-0.57","15","2630","2550","194746"
"130740",,"2045","N/A","2055","-0.48","10","2065","2030","10057"
"219550",,"527","N/A","521","-1.14","6","540","514","1865269"
"058400",,"759","N/A","766","-0.13","1","774","759","78227"
"012690",,"3115","N/A","3115","0.0","0","3165","3090","132604"
"036640",,"5280","N/A","5270","0.57","30","5290","5230","30601"
"036630",,"516","N/A","518","0.39","2","522","516","43819"
"033130",,"1577","N/A","1584","0.44","7","1727","1575","290115"
"012200",,"1541","N/A","1555","0.52","8","1560","1530","24904"
"060720",,"9750","N/A","9640","-0.52","50","9780","9600","91158"
"012205",,"3920","N/A","3930","-0.76","30","3970","3920","384"
"032280",,"1607","N/A","1629","0.68","11","1629","1607","6876"
"115530",,"548","N/A","531","-3.1","17","553","516","537672"
"298380",,"35150","N/A","40500","15.38","5400","40800","34850","11165712"
"015710",,"4020","N/A","3830","-4.73","190","4020","3820","149191"
"054050",,"7220","N/A","7210","-0.14","10","7220","7180","8804"
"001560",,"8550","N/A","8590","1.54","130","8590","8420","2425"
"073190",,"2485","N/A","2595","3.39","85","2595","2485","28796"
"000230",,"8050","N/A","8030","-0.25","20","8130","7980","17399"
"045100",,"17600","N/A","17420","-0.4","70","17830","17290","26799"
"950130",,"6190","N/A","6090","-2.25","140","6270","6090","208520"
"001500",,"9000","N/A","9040","0.44","40","9050","8960","13001"
"065170",,"386","N/A","386","1.58","6","396","380","94048"
"000650",,"41050","N/A","41350","0.85","350","42550","41050","343"
"025950",,"20550","N/A","20650","-0.24","50","21000","20050","20237"
"104460",,"12800","N/A","12850","-0.93","120","12950","12760","16176"
"046890",,"8850","N/A","8750","-0.34","30","8950","8750","90902"
"348210",,"56000","N/A","55600","0.18","100","56400","55100","32479"
"230360",,"10040","N/A","10210","0.99","100","10410","10030","46778"
"216050",,"6760","N/A","6700","-1.18","80","6840","6700","9901"
"011790",,"154200","N/A","160900","3.94","6100","166000","153000","489795"
"102280",,"269","N/A","269","0.0","0","269","269","0"
"161890",,"72000","N/A","69200","-3.35","2400","72000","69100","224233"
"035760",,"64200","N/A","62700","-2.18","1400","64600","62600","52647"
"012630",,"11200","N/A","11010","-1.17","130","11200","10900","55465"
"011300",,"568","N/A","525","-10.1","59","581","515","1758428"
"009470",,"46800","N/A","45750","-2.14","1000","47250","45400","68390"
"011785",,"66900","N/A","65800","-1.64","1100","67700","65400","3875"
"054040",,"5270","N/A","5210","-1.7","90","5310","5210","29860"
"078890",,"3985","N/A","3900","-2.13","85","4010","3900","48356"
"137310",,"9110","N/A","9120","0.66","60","9230","9040","149580"
"232530",,"4440","N/A","4400","0.0","0","4440","4400","101"
"080720",,"3030","N/A","2725","-10.21","310","3070","2725","264319"
"159580",,"4420","N/A","4340","-2.14","95","4580","4340","120086"
"451220",,"9560","N/A","9930","3.22","310","10880","9560","303541"
"002820",,"3220","N/A","3205","-1.38","45","3255","3205","4542"
"103140",,"64200","N/A","63900","0.0","0","65200","63500","144672"
"000640",,"113000","N/A","116900","4.1","4600","118500","111500","13158"
"160550",,"2585","N/A","2580","-1.71","45","2630","2560","116095"
"182360",,"12980","N/A","12880","-0.46","60","13070","12830","28600"
"086040",,"4480","N/A","4435","0.23","10","4625","4330","162223"
"149300",,"360","N/A","334","-4.02","14","390","307","18519"
"246710",,"7230","N/A","7480","2.75","200","7530","6900","110638"
"011780",,"149000","N/A","142700","-3.06","4500","149200","142000","99473"
"033100",,"61700","N/A","59600","-2.77","1700","62200","59500","205088"
"950190",,"10850","N/A","10900","1.58","170","10950","10680","27236"
"012620",,"7560","N/A","7710","1.58","120","7730","7560","1479"
"057540",,"800","N/A","810","1.76","14","813","794","93250"
"444920",,"2065","N/A","2050","-0.73","15","2065","2045","10336"
"009460",,"816","N/A","799","-0.62","5","819","795","61672"
"007280",,"1436","N/A","1500","5.26","75","1575","1404","247228"
"439580",,"24900","N/A","23300","-5.67","1400","24950","23250","1335507"
"285490",,"13000","N/A","12850","-1.53","200","13100","12760","6622"
"023790",,"1305","N/A","1306","0.08","1","1311","1295","2572"
"069510",,"10930","N/A","11020","0.82","90","11070","10890","6815"
"102260",,"4410","N/A","4390","-0.45","20","4445","4375","38249"
"451250",,"12990","N/A","12520","-3.84","500","13080","12510","163850"
"103590",,"22100","N/A","21300","-3.62","800","22250","21200","336217"
"001525",,"4600","N/A","4355","-3.44","155","4615","4355","1003"
"043360",,"2295","N/A","2255","-0.88","20","2310","2220","4040"
"001520",,"788","N/A","794","0.76","6","795","783","119183"
"311390",,"6810","N/A","6900","1.17","80","6910","6810","23391"
"065150",,"145","N/A","145","0.0","0","145","145","0"
"346010",,"1800","N/A","1800","0.0","0","1800","1800","0"
"092730",,"25550","N/A","25000","-1.19","300","25550","24600","39578"
"251280",,"7200","N/A","6980","0.0","0","7200","6960","981"
"001527",,"9640","N/A","9570","-0.52","50","9640","9570","40"
"013990",,"4255","N/A","4250","-0.35","15","4315","4250","144874"
"058850",,"3180","N/A","3065","-4.81","155","3210","3065","1724439"
"299660",,"5160","N/A","5130","-0.97","50","5220","5030","577302"
"440110",,"17110","N/A","16740","-2.16","370","17210","16590","163159"
"033560",,"3600","N/A","3600","0.14","5","3630","3580","7461"
"357230",,"3025","N/A","3065","0.16","5","3080","2990","17580"
"014830",,"77200","N/A","76100","-2.06","1600","78300","75900","18824"
"462350",,"19770","N/A","19750","-0.1","20","19900","19100","108113"
"058860",,"2740","N/A","2725","-0.55","15","2760","2715","233084"
"950160",,"15270","N/A","16910","11.32","1720","18170","15260","1952763"
"011320",,"4375","N/A","4320","-2.26","100","4410","4310","10929"
"279600",,"11300","N/A","11300","0.0","0","11300","11300","0"
"082920",,"19890","N/A","19810","0.05","10","19940","19520","23317"
"302440",,"55500","N/A","54800","-0.9","500","55700","54600","60336"
"000680",,"3510","N/A","3445","-1.29","45","3510","3430","64069"
"289860",,"6690","N/A","6790","1.49","100","6820","6500","24596"
"136480",,"2795","N/A","2800","0.0","0","2815","2795","146197"
"139990",,"5060","N/A","5150","0.39","20","5300","5060","16194"
"043370",,"10120","N/A","10300","1.98","200","10300","10050","30216"
"454750",,"2110","N/A","2065","-1.67","35","2110","2045","3157"
"023760",,"571","N/A","574","0.53","3","576","570","68124"
"064290",,"14350","N/A","14240","-1.66","240","14830","14240","61691"
"042040",,"298","N/A","300","0.67","2","303","296","179139"
"000660",,"190000","N/A","186000","-0.37","700","191200","185100","3248284"
"002840",,"198200","N/A","198800","0.25","500","199000","196100","952"
"001510",,"511","N/A","508","-0.39","2","512","507","622551"
"041190",,"6870","N/A","6900","-0.72","50","7070","6850","425246"
"086060",,"3505","N/A","3480","-0.71","25","3525","3475","14356"
"001515",,"1915","N/A","1924","0.52","10","1949","1915","5978"
"273060",,"967","N/A","960","-1.74","17","985","960","171539"
"100090",,"14400","N/A","14260","-1.99","290","14650","14200","284048"
"442770",,"2215","N/A","2210","0.45","10","2215","2195","3090"
"010470",,"6520","N/A","6480","-1.52","100","6620","6380","13588"
"216080",,"17140","N/A","17050","0.53","90","17140","16910","30727"
"014820",,"53600","N/A","51500","-3.92","2100","54200","51000","106291"
"115570",,"3160","N/A","3135","-1.72","55","3190","3095","27103"
"136490",,"6950","N/A","6970","-0.57","40","7030","6920","33365"
"277410",,"1399","N/A","1416","1.29","18","1430","1399","87336"
"296160",,"7100","N/A","7000","1.45","100","7100","6850","14400"
"950170",,"4220","N/A","4280","0.35","15","4365","4220","15187"
"358570",,"13600","N/A","14180","4.5","610","14560","13280","1693803"
"461030",,"18530","N/A","18210","-2.04","380","18850","18060","589314"
"053160",,"11140","N/A","11150","-0.18","20","11250","10730","74715"
"473000",,"2105","N/A","2095","-0.48","10","2105","2085","5298"
"067310",,"11290","N/A","12110","8.51","950","12370","11290","2849483"
"014825",,"24050","N/A","22200","-8.07","1950","24050","22200","524"
"000670",,"378000","N/A","390000","0.39","1500","392000","372000","31974"
"023770",,"4950","N/A","4880","-1.41","70","4990","4845","45059"
"419530",,"15140","N/A","14360","-5.21","790","15200","14210","288008"
"199550",,"7460","N/A","7000","-5.15","380","7490","6920","124396"
"005500",,"18900","N/A","18990","0.48","90","18990","18750","9839"
"395400",,"5010","N/A","4950","-1.0","50","5050","4900","280728"
"255220",,"2535","N/A","2860","14.63","365","2910","2500","24244408"
"186230",,"9860","N/A","9950","0.0","0","10170","9860","13116"
"012280",,"790","N/A","784","-0.63","5","796","780","18649"
"464500",,"8320","N/A","7810","-6.91","580","8460","7800","639605"
"415580",,"2095","N/A","2095","0.0","0","2095","2090","5036"
"438220",,"2665","N/A","2600","1.17","30","2665","2505","92953"
"086980",,"3850","N/A","3890","1.04","40","3915","3820","262926"
"083470",,"1356","N/A","1370","0.0","0","1407","1335","29166"
"006840",,"13350","N/A","13390","0.75","100","13390","12500","1908"
"178600",,"2880","N/A","2880","0.0","0","2880","2880","1"
"114190",,"15020","N/A","14540","-3.2","480","15200","14400","186847"
"450330",,"9420","N/A","9150","-2.87","270","9590","9080","58326"
"005990",,"8370","N/A","8410","0.48","40","8420","8370","3489"
"029960",,"7100","N/A","7130","-0.7","50","7280","7100","90215"
"220100",,"27100","N/A","29300","9.12","2450","29400","26550","1970105"
"017960",,"11100","N/A","11060","-0.27","30","11170","10920","105326"
"219130",,"22150","N/A","21750","-1.58","350","22400","21500","26173"
"013120",,"2630","N/A","2620","-0.38","10","2650","2605","42745"
"418620",,"14450","N/A","14240","-0.7","100","14960","14020","17795"
"085660",,"17280","N/A","17230","0.53","90","17460","17070","173158"
"001140",,"2110","N/A","2110","0.0","0","2110","2110","0"
"302550",,"2900","N/A","2955","2.25","65","3300","2870","1057819"
"004650",,"9490","N/A","9410","0.0","0","9490","9370","3614"
"266350",,"664","N/A","664","-0.45","3","664","664","1"
"379390",,"9600","N/A","9800","2.08","200","9850","9600","15"
"452980",,"1948","N/A","1946","-0.1","2","1949","1945","22755"
"289010",,"2520","N/A","2575","2.18","55","2675","2520","67751"
"052710",,"3640","N/A","3540","-2.75","100","3660","3525","72517"
"007700",,"13980","N/A","13760","-1.01","140","13980","13660","4946"
"246720",,"4790","N/A","4580","-4.58","220","4800","4320","58517"
"017510",,"5700","N/A","5600","-1.06","60","5740","5550","187492"
"037560",,"2660","N/A","2640","0.0","0","2660","2615","42700"
"039740",,"2610","N/A","2600","-0.95","25","2655","2600","5865"
"086520",,"88900","N/A","86900","-2.25","2000","91200","86900","967145"
"085670",,"6150","N/A","5860","-5.94","370","6190","5800","1407696"
"183190",,"10940","N/A","11080","0.45","50","11110","10850","27744"
"002020",,"14630","N/A","14770","0.96","140","15090","14560","29675"
"049550",,"4025","N/A","3960","-0.63","25","4025","3930","5801"
"453860",,"26550","N/A","26700","-0.37","100","26900","26550","6618"
"003350",,"81700","N/A","76800","-7.47","6200","81700","74900","154202"
"347890",,"5700","N/A","5730","0.53","30","5750","5600","23277"
"069140",,"1432","N/A","1411","-1.4","20","1444","1371","72295"
"393210",,"7130","N/A","7180","-0.28","20","7300","7120","151519"
"014470",,"1744","N/A","1711","-1.95","34","1749","1708","84070"
"068290",,"17000","N/A","16850","14.24","2100","18500","16270","1759060"
"350520",,"3990","N/A","4070","1.5","60","4080","3990","66293"
"352700",,"2985","N/A","3035","1.0","30","3050","2980","49705"
"119850",,"5470","N/A","5450","-0.91","50","5560","5450","74647"
"417310",,"4980","N/A","5000","0.4","20","5040","4945","32970"
"117670",,"945","N/A","945","0.0","0","945","945","0"
"421800",,"2255","N/A","2225","-1.11","25","2300","2185","131876"
"417790",,"9070","N/A","8950","-1.0","90","9070","8880","21449"
"005945",,"11910","N/A","11930","0.17","20","11930","11900","26967"
"071055",,"51100","N/A","51900","1.37","700","52000","51000","13680"
"096350",,"383","N/A","379","-0.79","3","384","377","165938"
"232140",,"13540","N/A","13720","1.48","200","14400","13540","2759060"
"005940",,"13670","N/A","13650","0.52","70","13720","13580","296031"
"372320",,"30650","N/A","31550","2.77","850","32200","30650","241255"
"071050",,"75300","N/A","76700","3.65","2700","76700","74200","178583"
